ItemID,SKU,Product Name,Price,Category
88,SKU-91V86NL,Google Docs Meeting Minutes Template,1.75,Google Docs
89,SKU-P47MO8H,Google Docs Newsletter Template,3.0,Google Docs
90,SKU-HD89M5L,Google Docs Project Proposal Template,2.25,Google Docs
91,SKU-0T81F3R,Google Docs Project Timeline Template,2.25,Google Docs
92,SKU-506W60Y,Google Docs Recipe Book Template,2.25,Google Docs
93,SKU-3739HN3,Google Docs Recipe Card Template,2.5,Google Docs
94,SKU-L7T447T,Google Docs Resume Template,2.0,Google Docs
95,SKU-J8F7ZF1,Google Docs Sales Agreement Template,2.5,Google Docs
96,SKU-HF89744,Google Docs Social Media Content Calendar,1.75,Google Docs
97,SKU-HY0C0WQ,Google Docs Survey Template,1.5,Google Docs
98,SKU-225R517,Google Docs Wedding Invitation Template,2.0,Google Docs
99,SKU-X21OIZC,Google Slides Annual Report Presentation,4.5,Google Slides
100,SKU-0IZGA0F,Google Slides Business Pitch Deck,6.0,Google Slides
101,SKU-E11UI30,Google Slides Business Plan Presentation,5.0,Google Slides
102,SKU-O2YF57B,Google Slides Business Report Presentation,4.0,Google Slides
103,SKU-5AA94U8,Google Slides Business Strategy Presentation,3.5,Google Slides
104,SKU-O8485U0,Google Slides Company Overview Presentation,4.75,Google Slides
105,SKU-5YD6GOC,Google Slides Creative Agency Presentation,5.0,Google Slides
106,SKU-8YEY8YV,Google Slides Creative Portfolio Presentation,4.25,Google Slides
107,SKU-S3XBO65,Google Slides Creative Resume Template,5.5,Google Slides
108,SKU-ANB6416,Google Slides Education Presentation,4.5,Google Slides
109,SKU-0597972,Google Slides Educational Infographics,4.75,Google Slides
110,SKU-430BM01,Google Slides Fashion Lookbook,5.0,Google Slides
111,SKU-M96X2MX,Google Slides History Report Presentation,5.5,Google Slides
112,SKU-I9098N2,Google Slides Marketing Plan Presentation,5.5,Google Slides
113,SKU-RP0FJCJ,Google Slides Marketing Strategy Presentation,5.5,Google Slides
114,SKU-V49ZA6Z,Google Slides Photography Portfolio,5.75,Google Slides
115,SKU-289FJ33,Google Slides Pitch Deck Template,4.25,Google Slides
116,SKU-MQRJU7B,Google Slides Portfolio Presentation,4.0,Google Slides
117,SKU-JCT712S,Google Slides Product Launch Presentation,5.5,Google Slides
118,SKU-NCIVVUO,Google Slides Sales Pitch Deck,4.5,Google Slides
119,SKU-9RT57F0,Google Slides Sales Pitch Presentation,5.0,Google Slides
120,SKU-1P637C1,Google Slides Science Fair Presentation,4.25,Google Slides
121,SKU-6G34KXK,Google Slides Science Presentation,4.25,Google Slides
122,SKU-232ILEK,Google Slides Startup Pitch Presentation,5.5,Google Slides
123,SKU-S7F5SVK,Google Slides Team Introduction Presentation,5.25,Google Slides
124,SKU-A9035T9,Google Slides Travel Itinerary Presentation,4.25,Google Slides
125,SKU-ZE3K4I1,Gradient Mesh Backgrounds,1.25,General Purpose
126,SKU-7Z6B60Q,Hand-Drawn Arrows and Symbols,2.5,General Purpose
127,SKU-8OPRC50,Hand-Drawn Doodle Elements,2.0,General Purpose
128,SKU-3I308S5,Handwritten Font Collection,2.25,General Purpose
129,SKU-4Z07X9C,High-Resolution Beach Sunset Photo,1.5,General Purpose
130,SKU-9G20VMV,High-Resolution Cityscape Photo,1.25,General Purpose
131,SKU-50N4GQJ,High-Resolution Food Photography,1.0,General Purpose
132,SKU-TD975FO,High-Resolution Landscape Photo,1.25,General Purpose
133,SKU-528CM9A,Isometric Design Elements,2.0,General Purpose
134,SKU-8CQ0671,Minimalist Line Art Bundle,2.0,General Purpose
135,SKU-7UT09TL,Minimalist Photography Pack,2.75,General Purpose
136,SKU-Y1R36SI,Modern Line Art Portrait Illustrations,2.0,General Purpose
137,SKU-9L5UPAI,Modern Line Icons Pack,0.75,General Purpose
138,SKU-6OG824X,Modern Web Icons Pack,0.5,General Purpose
139,SKU-R5J969I,Neon Glow Effect Styles,2.5,General Purpose
140,SKU-752VZKH,Notion Blog Planner Template,3.5,Notion
141,SKU-25IKCN2,Notion Blog Post Planner,3.0,Notion
142,SKU-STINA9I,Notion Book Notes Template,2.5,Notion
143,SKU-KPD405Y,Notion Budget Tracker Dashboard,4.0,Notion
144,SKU-Y922726,Notion Content Calendar Dashboard,3.25,Notion
145,SKU-09K9222,Notion Content Calendar Template,3.0,Notion
146,SKU-7AL904Y,Notion Content Creation Dashboard,3.5,Notion
147,SKU-NZYY5US,Notion Creative Writing Template,2.5,Notion
148,SKU-8ELH2D3,Notion Daily Planner Template,3.0,Notion
149,SKU-AFF1W59,Notion Fitness Planner Dashboard,2.5,Notion
150,SKU-1JTTD04,Notion Fitness Tracker Dashboard,4.25,Notion
151,SKU-H866T2I,Notion Freelancer Invoice Template,2.0,Notion
152,SKU-A112YH4,Notion Goal Setting Dashboard,4.0,Notion
153,SKU-L998C52,Notion Goal Tracker Dashboard,3.25,Notion
154,SKU-2IQ3U3A,Notion Habit Tracker Dashboard,3.5,Notion
155,SKU-I0716K1,Notion Health and Fitness Tracker,4.0,Notion
156,SKU-X3MLUSG,Notion Health Journal Template,3.0,Notion
157,SKU-4M2D954,Notion Language Learning Dashboard,4.0,Notion
158,SKU-352M6P6,Notion Meal Planning Dashboard,3.0,Notion
159,SKU-22VO00N,Notion Mind Map Template,2.0,Notion
160,SKU-EO8UTRE,Notion Personal Journal Template,2.25,Notion
161,SKU-R2LAT1G,Notion Project Collaboration Dashboard,4.5,Notion
162,SKU-1L3T10Q,Notion Project Collaboration Template,3.5,Notion
163,SKU-059FQP8,Notion Project Management Dashboard,4.0,Notion
164,SKU-WRB2KIO,Notion Project Management Template,4.0,Notion
165,SKU-63AR91D,Notion Project Planning Dashboard,3.5,Notion
166,SKU-7D7SQUE,Notion Project Tracker Dashboard,3.75,Notion
167,SKU-I41I1J6,Notion Recipe Collection Template,3.0,Notion
168,SKU-D9VZD4F,Notion Recipe Organizer Template,2.0,Notion
169,SKU-9CQ2R5O,Notion Study Group Dashboard,3.5,Notion
170,SKU-78473YL,Notion Study Planner Dashboard,3.5,Notion
171,SKU-RKJ1878,Notion Travel Itinerary Planner,3.0,Notion
172,SKU-D9T5V1W,Notion Travel Journal Template,2.5,Notion
173,SKU-Y2LT835,Notion Travel Planner Template,3.5,Notion
174,SKU-H530KV6,PowerPoint Business Overview Presentation,5.0,Microsoft PowerPoint
175,SKU-97Y596Q,PowerPoint Business Pitch Deck Presentation,5.25,Microsoft PowerPoint
176,SKU-N6S56T1,PowerPoint Business Plan Presentation,5.25,Microsoft PowerPoint
177,SKU-26T2071,PowerPoint Business Review Presentation,4.5,Microsoft PowerPoint
178,SKU-0ABRZPT,PowerPoint Company Overview Presentation,4.5,Microsoft PowerPoint
179,SKU-FZM9ZN1,PowerPoint Company Profile Presentation,4.0,Microsoft PowerPoint
180,SKU-3W74PO6,PowerPoint Creative Portfolio Presentation,5.5,Microsoft PowerPoint
181,SKU-796RI1G,PowerPoint Event Planning Presentation,4.25,Microsoft PowerPoint
182,SKU-E81IGDX,PowerPoint Infographic Presentation,3.75,Microsoft PowerPoint
183,SKU-US10651,PowerPoint Investor Pitch Presentation,5.0,Microsoft PowerPoint
184,SKU-QG14BO6,PowerPoint Leadership Training Presentation,4.0,Microsoft PowerPoint
185,SKU-P84H9CR,PowerPoint Marketing Campaign Presentation,5.0,Microsoft PowerPoint
186,SKU-QR7SE13,PowerPoint Marketing Strategy Presentation,4.25,Microsoft PowerPoint
187,SKU-9B9P6IB,PowerPoint Pitch Deck for Startups,4.0,Microsoft PowerPoint
188,SKU-86815A5,PowerPoint Product Launch Presentation,5.0,Microsoft PowerPoint
189,SKU-89325YW,PowerPoint Product Roadmap Presentation,5.25,Microsoft PowerPoint
190,SKU-G93998K,PowerPoint Product Showcase Presentation,5.5,Microsoft PowerPoint
191,SKU-T29T4R1,PowerPoint Project Status Presentation,3.75,Microsoft PowerPoint
192,SKU-0A9JIHL,PowerPoint Sales Presentation Template,4.5,Microsoft PowerPoint
193,SKU-E73P3FV,PowerPoint SWOT Analysis Presentation,4.0,Microsoft PowerPoint
194,SKU-35188E2,PowerPoint Team Building Presentation,4.75,Microsoft PowerPoint
195,SKU-VJ2F6TL,PowerPoint Teamwork Presentation,5.5,Microsoft PowerPoint
196,SKU-BGT139D,PowerPoint Timeline Presentation,3.75,Microsoft PowerPoint
197,SKU-91C5WIP,PowerPoint Training Manual Presentation,4.0,Microsoft PowerPoint
198,SKU-WB524Z9,PowerPoint Training Program Presentation,4.75,Microsoft PowerPoint
199,SKU-BV766H3,Social Media Avatar Pack,1.0,General Purpose
200,SKU-ZZYDW0O,Social Media Banner Templates,1.25,General Purpose
201,SKU-KBSIDFO,Social Media Icon Set,0.5,General Purpose
202,SKU-11FJ33R,Social Media Quote Graphics Pack,1.5,General Purpose
203,SKU-LJ14A86,Stock Photo Bundle - Nature Scenes,3.5,General Purpose
204,SKU-680YSXY,Stock Photo Bundle - Seasons Collection,3.75,General Purpose
205,SKU-186H05R,Stock Photo Bundle - Travel Adventures,3.75,General Purpose
206,SKU-ZS497WY,Stock Photo Bundle - Urban Life,3.0,General Purpose
207,SKU-6M22R2S,Sunset Sky High-Resolution Photo,1.75,General Purpose
208,SKU-WH9K3W5,Task Management Database Template,2.0,General Purpose
209,SKU-R189103,Task Tracker Database Template,2.0,General Purpose
210,SKU-01AX98W,Technology Background Image,1.0,General Purpose
211,SKU-1JR8C7O,Vector Art Abstract Shapes,2.0,General Purpose
212,SKU-B0GGFQO,Vector Floral Design,2.0,General Purpose
213,SKU-W1A4B65,Vector Icons - Business and Finance,0.75,General Purpose
214,SKU-WE3GZ05,Vector Icons - Nature and Ecology,1.5,General Purpose
215,SKU-NIIHSDV,Vector Icons - Technology and Gadgets,1.25,General Purpose
216,SKU-ISU89P2,Vector Illustrations - Animals,2.0,General Purpose
217,SKU-T5289XB,Vector Patterns - Seamless Collection,3.0,General Purpose
218,SKU-GK55AB9,Vintage Film Grain Textures,1.5,General Purpose
219,SKU-DV9PHD8,Vintage Paper Textures Set,1.75,General Purpose
220,SKU-75FP2Q9,Vintage Textures Pack,3.25,General Purpose
221,SKU-ZV1E26N,Vintage Typography Poster Template,3.0,General Purpose
222,SKU-26K64BQ,Watercolor Floral Backgrounds Pack,2.75,General Purpose
223,SKU-HJ89539,Watercolor Floral Clipart Set,2.75,General Purpose
224,SKU-OS4Y9KQ,Watercolor Splash Brushes Set,1.5,General Purpose
225,SKU-QJ69G75,Watercolor Texture Brushes Pack,3.0,General Purpose
226,SKU-RS12J62,Word Brochure Template,4.0,Microsoft Word
227,SKU-Z015G12,Word Business Letterhead Template,2.25,Microsoft Word
228,SKU-994M7V4,Word Business Proposal Template,3.5,Microsoft Word
229,SKU-5RM2DG3,Word Certificate of Appreciation Template,3.0,Microsoft Word
230,SKU-948JN47,Word Certificate Template,2.5,Microsoft Word
231,SKU-6IYAT64,Word Company Letterhead Template,2.5,Microsoft Word
232,SKU-K84DC5K,Word Creative Writing Template,2.75,Microsoft Word
233,SKU-3F1SS5E,Word Event Invitation Template,2.75,Microsoft Word
234,SKU-GG7CL4P,Word Event Program Template,3.0,Microsoft Word
235,SKU-FTLLT1T,Word Event Ticket Template,2.25,Microsoft Word
236,SKU-BUL2K7D,Word Flyer Template,2.0,Microsoft Word
237,SKU-2209K73,Word Gift Certificate Template,3.0,Microsoft Word
238,SKU-C0A8R4I,Word Invitation Template,2.5,Microsoft Word
239,SKU-37DQ1CV,Word Invoice Template,2.5,Microsoft Word
240,SKU-5433MQ4,Word Letterhead Template,2.0,Microsoft Word
241,SKU-VEVT071,Word Marketing Brochure Template,4.0,Microsoft Word
242,SKU-RO5G267,Word Meeting Agenda Design,2.5,Microsoft Word
243,SKU-909IUUB,Word Meeting Minutes Template,2.0,Microsoft Word
244,SKU-CJ73R6B,Word Menu Template,3.0,Microsoft Word
245,SKU-CNVTB7E,Word Newsletter Design Template,2.5,Microsoft Word
246,SKU-4OFJ561,Word Newsletter Template,2.5,Microsoft Word
247,SKU-90PY542,Word Poster Design Template,2.25,Microsoft Word
248,SKU-R3E712W,Word Poster Template,1.5,Microsoft Word
249,SKU-BZH5559,Word Proposal Cover Page Template,1.75,Microsoft Word
250,SKU-GZFTX2X,Word Proposal Template,3.25,Microsoft Word
251,SKU-JCMX6YY,Word Resume Cover Letter Template,3.25,Microsoft Word
252,SKU-YRR2EX9,Word Resume Template,3.0,Microsoft Word
